id,player_name,team,position,combo,stat_type,line_score,flash_sale_line,odds_type,is_taco,discount_pct,is_promo,projection_type,description,start_time,status
10465975,Cooper Flagg,DAL,F,False,Points,20.5,14.5,standard,True,29,True,Single Stat,ATL,2026-03-10T19:40:00.000-04:00,pre_game
10462748,VJ Edgecombe,PHI,G,False,Fantasy Score,43,,demon,False,,False,Fantasy Score,MEM,2026-03-10T19:05:00.000-04:00,pre_game
10462734,Quentin Grimes,PHI,G,False,Fantasy Score,39,,demon,False,,False,Fantasy Score,MEM,2026-03-10T19:05:00.000-04:00,pre_game
10462743,Ty Jerome,MEM,G-F,False,Fantasy Score,36.5,,demon,False,,False,Fantasy Score,PHI,2026-03-10T19:05:00.000-04:00,pre_game
10462740,GG Jackson,MEM,F,False,Fantasy Score,35,,demon,False,,False,Fantasy Score,PHI,2026-03-10T19:05:00.000-04:00,pre_game
10462737,VJ Edgecombe,PHI,G,False,Fantasy Score,31,,goblin,False,,False,Fantasy Score,MEM,2026-03-10T19:05:00.000-04:00,pre_game
10462741,Jaylen Wells,MEM,F,False,Fantasy Score,27.5,,demon,False,,False,Fantasy Score,PHI,2026-03-10T19:05:00.000-04:00,pre_game
10462745,Quentin Grimes,PHI,G,False,Fantasy Score,27,,goblin,False,,False,Fantasy Score,MEM,2026-03-10T19:05:00.000-04:00,pre_game
10462733,Ty Jerome,MEM,G-F,False,Fantasy Score,25.5,,goblin,False,,False,Fantasy Score,PHI,2026-03-10T19:05:00.000-04:00,pre_game
10462730,GG Jackson,MEM,F,False,Fantasy Score,23,,goblin,False,,False,Fantasy Score,PHI,2026-03-10T19:05:00.000-04:00,pre_game
10462731,Jaylen Wells,MEM,F,False,Fantasy Score,17.5,,goblin,False,,False,Fantasy Score,PHI,2026-03-10T19:05:00.000-04:00,pre_game
10457179,Quentin Grimes,PHI,G,False,Pts+Rebs+Asts,39.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457198,VJ Edgecombe,PHI,G,False,Pts+Rebs+Asts,39.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10458309,VJ Edgecombe + Ty Jerome,PHI/MEM,G,True,Points (Combo),36.5,,standard,False,,False,Single Stat,MEM/PHI,2026-03-10T19:10:00.000-04:00,pre_game
10458342,Quentin Grimes + Ty Jerome,PHI/MEM,G,True,Points (Combo),36.5,,standard,False,,False,Single Stat,MEM/PHI,2026-03-10T19:10:00.000-04:00,pre_game
10462732,VJ Edgecombe,PHI,G,False,Fantasy Score,36.5,,standard,False,,False,Fantasy Score,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10458307,Quentin Grimes + GG Jackson,PHI/MEM,G,True,Points (Combo),35.5,,standard,False,,False,Single Stat,MEM/PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456566,GG Jackson,MEM,F,False,Pts+Rebs+Asts,34.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456607,Ty Jerome,MEM,G-F,False,Pts+Rebs+Asts,34.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10457172,Quentin Grimes,PHI,G,False,Pts+Asts,34.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457175,Quentin Grimes,PHI,G,False,Pts+Rebs,34.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457177,Quentin Grimes,PHI,G,False,Pts+Rebs+Asts,34.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457194,VJ Edgecombe,PHI,G,False,Pts+Rebs,34.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457196,VJ Edgecombe,PHI,G,False,Pts+Rebs+Asts,34.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10458299,VJ Edgecombe + GG Jackson,PHI/MEM,G,True,Points (Combo),34.5,,standard,False,,False,Single Stat,MEM/PHI,2026-03-10T19:10:00.000-04:00,pre_game
10458315,Kelly Oubre + Ty Jerome,PHI/MEM,F-G,True,Points (Combo),34.5,,standard,False,,False,Single Stat,MEM/PHI,2026-03-10T19:10:00.000-04:00,pre_game
10465834,VJ Edgecombe,PHI,G,False,Pts+Asts,34.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10467813,Ty Jerome,MEM,G-F,False,Pts+Asts,34.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10468001,Kelly Oubre,PHI,F-G,False,Pts+Rebs,34.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10469013,Cedric Coward,MEM,G,False,Pts+Rebs+Asts,34.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10458301,Kelly Oubre + GG Jackson,PHI/MEM,F-G,True,Points (Combo),33.5,,standard,False,,False,Single Stat,MEM/PHI,2026-03-10T19:10:00.000-04:00,pre_game
10462728,Quentin Grimes,PHI,G,False,Fantasy Score,33.5,,standard,False,,False,Fantasy Score,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10458297,VJ Edgecombe + Jaylen Wells,PHI/MEM,G,True,Points (Combo),32.5,,standard,False,,False,Single Stat,MEM/PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459196,Kelly Oubre,PHI,F-G,False,Pts+Rebs+Asts,31.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10462727,Ty Jerome,MEM,G-F,False,Fantasy Score,30.5,,standard,False,,False,Fantasy Score,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456563,GG Jackson,MEM,F,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456565,GG Jackson,MEM,F,False,Pts+Rebs+Asts,29.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456582,Jaylen Wells,MEM,F,False,Pts+Rebs+Asts,29.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456601,Ty Jerome,MEM,G-F,False,Pts+Asts,29.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456604,Ty Jerome,MEM,G-F,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456606,Ty Jerome,MEM,G-F,False,Pts+Rebs+Asts,29.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456926,VJ Edgecombe,PHI,G,False,Pts+Rebs+Asts,29.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457160,Kelly Oubre,PHI,F-G,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457171,Quentin Grimes,PHI,G,False,Pts+Asts,29.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457174,Quentin Grimes,PHI,G,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457190,VJ Edgecombe,PHI,G,False,Pts+Asts,29.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457193,VJ Edgecombe,PHI,G,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10458473,Olivier-Maxence Prosper,MEM,F,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459195,Kelly Oubre,PHI,F-G,False,Pts+Rebs+Asts,29.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10469010,Cedric Coward,MEM,G,False,Pts+Rebs,29.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10469012,Cedric Coward,MEM,G,False,Pts+Rebs+Asts,29.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456912,Quentin Grimes,PHI,G,False,Pts+Rebs+Asts,28.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10462724,GG Jackson,MEM,F,False,Fantasy Score,28.5,,standard,False,,False,Fantasy Score,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459197,Kelly Oubre,PHI,F-G,False,Pts+Rebs+Asts,27.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459234,VJ Edgecombe,PHI,G,False,Pts+Rebs+Asts,27.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456174,Ty Jerome,MEM,G-F,False,Pts+Rebs+Asts,26.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459435,VJ Edgecombe,PHI,G,False,Pts+Rebs+Asts,26.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10460328,Quentin Grimes,PHI,G,False,Pts+Rebs+Asts,26.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459198,Kelly Oubre,PHI,F-G,False,Pts+Rebs+Asts,25.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459218,Quentin Grimes,PHI,G,False,Pts+Rebs+Asts,25.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456111,GG Jackson,MEM,F,False,Points,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456171,Ty Jerome,MEM,G-F,False,Points,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456560,GG Jackson,MEM,F,False,Pts+Asts,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456562,GG Jackson,MEM,F,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456574,Jaylen Wells,MEM,F,False,Pts+Asts,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456577,Jaylen Wells,MEM,F,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456580,Jaylen Wells,MEM,F,False,Pts+Rebs+Asts,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456603,Ty Jerome,MEM,G-F,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456900,Kelly Oubre,PHI,F-G,False,Points,24.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456909,Quentin Grimes,PHI,G,False,Points,24.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456910,Quentin Grimes,PHI,G,False,Pts+Asts,24.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456923,VJ Edgecombe,PHI,G,False,Points,24.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456925,VJ Edgecombe,PHI,G,False,Pts+Rebs,24.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457176,Quentin Grimes,PHI,G,False,Pts+Rebs+Asts,24.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457195,VJ Edgecombe,PHI,G,False,Pts+Rebs+Asts,24.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10458471,Olivier-Maxence Prosper,MEM,F,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10460466,Kelly Oubre,PHI,F-G,False,Pts+Rebs+Asts,24.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10469006,Cedric Coward,MEM,G,False,Pts+Asts,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10469008,Cedric Coward,MEM,G,False,Pts+Rebs,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10469011,Cedric Coward,MEM,G,False,Pts+Rebs+Asts,24.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456911,Quentin Grimes,PHI,G,False,Pts+Rebs,23.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456924,VJ Edgecombe,PHI,G,False,Pts+Asts,23.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459194,Kelly Oubre,PHI,F-G,False,Pts+Rebs+Asts,23.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459233,VJ Edgecombe,PHI,G,False,Points,23.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10464532,VJ Edgecombe,PHI,G,False,Pts+Rebs,23.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456586,Kelly Oubre,PHI,F-G,False,Pts+Rebs,23,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456172,Ty Jerome,MEM,G-F,False,Pts+Asts,22.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459134,Adem Bona,PHI,F,False,Pts+Rebs+Asts,22.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459217,Quentin Grimes,PHI,G,False,Points,22.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459550,Ty Jerome,MEM,G-F,False,Pts+Rebs+Asts,22.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10461370,VJ Edgecombe,PHI,G,False,Pts+Rebs,22.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10465832,Quentin Grimes,PHI,G,False,Pts+Asts,22.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10466145,Quentin Grimes,PHI,G,False,Pts+Rebs,22.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10462725,Jaylen Wells,MEM,F,False,Fantasy Score,22,,standard,False,,False,Fantasy Score,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456114,GG Jackson,MEM,F,False,Pts+Rebs+Asts,21.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459192,Kelly Oubre,PHI,F-G,False,Points,21.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459216,Quentin Grimes,PHI,G,False,Points,21.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10461369,VJ Edgecombe,PHI,G,False,Pts+Asts,21.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10468003,Ty Jerome,MEM,G-F,False,Pts+Asts,21.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456173,Ty Jerome,MEM,G-F,False,Pts+Rebs,20.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459133,Adem Bona,PHI,F,False,Pts+Rebs+Asts,20.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459166,Dominick Barlow,PHI,F,False,Pts+Rebs+Asts,20.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459193,Kelly Oubre,PHI,F-G,False,Pts+Asts,20.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459548,Ty Jerome,MEM,G-F,False,Points,20.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456110,GG Jackson,MEM,F,False,Points,19.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456113,GG Jackson,MEM,F,False,Pts+Rebs,19.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456127,Jaylen Wells,MEM,F,False,Points,19.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456559,GG Jackson,MEM,F,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456564,GG Jackson,MEM,F,False,Pts+Rebs+Asts,19.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456573,Jaylen Wells,MEM,F,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456599,Ty Jerome,MEM,G-F,False,Pts+Asts,19.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456605,Ty Jerome,MEM,G-F,False,Pts+Rebs+Asts,19.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456899,Kelly Oubre,PHI,F-G,False,Points,19.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456908,Quentin Grimes,PHI,G,False,Points,19.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457145,Adem Bona,PHI,F,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457158,Kelly Oubre,PHI,F-G,False,Pts+Rebs,19.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457170,Quentin Grimes,PHI,G,False,Pts+Asts,19.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457173,Quentin Grimes,PHI,G,False,Pts+Rebs,19.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457189,VJ Edgecombe,PHI,G,False,Pts+Asts,19.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457192,VJ Edgecombe,PHI,G,False,Pts+Rebs,19.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10458472,Olivier-Maxence Prosper,MEM,F,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10458544,Dominick Barlow,PHI,F,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10468565,Cedric Coward,MEM,G,False,Points,19.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10468570,Cedric Coward,MEM,G,False,Pts+Rebs+Asts,19.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10468578,Ty Jerome,MEM,G-F,False,Pts+Rebs,19.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10469005,Cedric Coward,MEM,G,False,Pts+Asts,19.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10469009,Cedric Coward,MEM,G,False,Pts+Rebs,19.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456579,Jaylen Wells,MEM,F,False,Pts+Rebs+Asts,18.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456922,VJ Edgecombe,PHI,G,False,Points,18.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459165,Dominick Barlow,PHI,F,False,Pts+Rebs+Asts,18.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10462746,VJ Edgecombe,PHI,G,False,Fantasy Score,18,,standard,False,,False,Fantasy Score,MEM 1H,2026-03-10T19:10:00.000-04:00,pre_game
10456168,Ty Jerome,MEM,G-F,False,Points,17.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456557,GG Jackson,MEM,F,False,Points,17.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456570,Jaylen Wells,MEM,F,False,Points,17.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456897,Kelly Oubre,PHI,F-G,False,Points,17.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457187,VJ Edgecombe,PHI,G,False,Points,17.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459136,Adem Bona,PHI,F,False,Pts+Rebs+Asts,17.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10468569,Cedric Coward,MEM,G,False,Pts+Rebs,17.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456128,Jaylen Wells,MEM,F,False,Pts+Rebs,16.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459231,VJ Edgecombe,PHI,G,False,FG Attempted,16.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459434,VJ Edgecombe,PHI,G,False,Points,16.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459495,Jaylen Wells,MEM,F,False,Pts+Rebs+Asts,16.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459526,Olivier-Maxence Prosper,MEM,F,False,Pts+Rebs+Asts,16.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10462744,Quentin Grimes,PHI,G,False,Fantasy Score,16.5,,standard,False,,False,Fantasy Score,MEM 1H,2026-03-10T19:10:00.000-04:00,pre_game
10464731,Adem Bona,PHI,F,False,Pts+Rebs,16.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456112,GG Jackson,MEM,F,False,Pts+Asts,15.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456136,Olivier-Maxence Prosper,MEM,F,False,Pts+Rebs,15.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456554,Adem Bona,PHI,F,False,Pts+Rebs,15.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10456572,Jaylen Wells,MEM,F,False,Pts+Asts,15.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10459168,Dominick Barlow,PHI,F,False,Pts+Rebs+Asts,15.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459191,Kelly Oubre,PHI,F-G,False,Points,15.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10460323,Adem Bona,PHI,F,False,Pts+Rebs+Asts,15.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10460955,Jaylen Wells,MEM,F,False,Pts+Rebs+Asts,15.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10461354,Jaylen Wells,MEM,F,False,Pts+Rebs,15.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456956,VJ Edgecombe,PHI,G,False,Pts+Rebs+Asts,15,,standard,False,,False,Single Stat,MEM 1H,2026-03-10T19:10:00.000-04:00,pre_game
10462742,Ty Jerome,MEM,G-F,False,Fantasy Score,15,,standard,False,,False,Fantasy Score,PHI 1H,2026-03-10T19:10:00.000-04:00,pre_game
10456135,Olivier-Maxence Prosper,MEM,F,False,Points,14.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456169,Ty Jerome,MEM,G-F,False,Points,14.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456575,Jaylen Wells,MEM,F,False,Pts+Rebs,14.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456578,Jaylen Wells,MEM,F,False,Pts+Rebs+Asts,14.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456602,Ty Jerome,MEM,G-F,False,Pts+Rebs,14.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456898,Kelly Oubre,PHI,F-G,False,Points,14.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457144,Adem Bona,PHI,F,False,Points,14.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457151,Dominick Barlow,PHI,F,False,Points,14.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457168,Quentin Grimes,PHI,G,False,Points,14.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10457186,VJ Edgecombe,PHI,G,False,Points,14.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10458961,VJ Edgecombe,PHI,G,False,Rebs+Asts,14.5,,demon,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10459189,Kelly Oubre,PHI,F-G,False,FG Attempted,14.5,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10462457,Adem Bona,PHI,F,False,Pts+Rebs,14.5,,goblin,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
10462735,GG Jackson,MEM,F,False,Fantasy Score,14.5,,standard,False,,False,Fantasy Score,PHI 1H,2026-03-10T19:10:00.000-04:00,pre_game
10463756,Olivier-Maxence Prosper,MEM,F,False,Pts+Rebs+Asts,14.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10468564,Cedric Coward,MEM,G,False,Points,14.5,,demon,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10468568,Cedric Coward,MEM,G,False,Pts+Asts,14.5,,standard,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10468575,GG Jackson,MEM,F,False,Pts+Rebs,14.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10469007,Cedric Coward,MEM,G,False,Pts+Rebs,14.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10469072,Cedric Coward,MEM,G,False,Pts+Rebs+Asts,14.5,,goblin,False,,False,Single Stat,PHI,2026-03-10T19:10:00.000-04:00,pre_game
10456951,Quentin Grimes,PHI,G,False,Pts+Rebs+Asts,14,,standard,False,,False,Single Stat,MEM 1H,2026-03-10T19:10:00.000-04:00,pre_game
10457153,Dominick Barlow,PHI,F,False,Pts+Rebs,14,,standard,False,,False,Single Stat,MEM,2026-03-10T19:10:00.000-04:00,pre_game
